adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url,addr_winner
Западный,Филевский Парк,"г. москва, проезд. береговой, д. 1б",28.0,,55.75668,37.51423,,,,,,2021.0,,,,Шелепиха,0.7,10.0,77:07:0002003:15296,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=368332,
Восточный,Гольяново,"г. москва, ул. байкальская, д. 25, к. 4",5.0,,55.81896,37.80475,Железобетонные,Панельный,Крупнопанельные,муниципальный,336.0,1965.0,248.0,,Исправный,Щелковская,1.15,17.0,77:03:0002017:1031,7.70000000000792e+16,,1.0,2025-2028,https://flatinfo.ru/h_info1.asp?hid=53689,
Юго-Западный,Ломоносовский,"г. москва, пр-кт. ленинский, д. 85, к. 6",5.0,,55.67997,37.54098,железобетонные,Панельный,Крупнопанельные,муниципальный,184.0,1963.0,248.0,,Исправный,Отсутствует в пешей доступности,20.0,90.0,77:06:0003007:1024,7.70000000001689e+16,,1.0,2025-2028,https://flatinfo.ru/h_info1.asp?hid=70300,
Юго-Западный,Черемушки,"г. москва, ул. профсоюзная, д. 27, к. 5",5.0,,55.6733,37.56367,железобетонные,Кирпичный,Крупнопанельные,муниципальный,166.0,1961.0,248.0,,Исправный,Профсоюзная,0.55,9.0,77:06:0004004:1009,7.70000000002392e+16,,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=70694,
Центральный,Хамовники,"г. москва, пер. пуговишников, д. 15",5.0,,55.73165,37.58433,деревянные,Кирпичный,Кирпичные,муниципальный,100.0,1926.0,,1.0,Исправный,Фрунзенская,0.55,8.0,77:01:0005012:1053,7.70000000002409e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=186578,
Северо-Восточный,Останкинский,"г. москва, ул. новоостанкинская 3-я, д. 23",5.0,,55.82014,37.62911,Железобетонные,Блочный,Крупноблочные,муниципальный,,1962.0,258.0,,Исправный,ВДНХ,0.75,11.0,77:02:0022006:1040,7.7000000000204e+16,,1.0,2025-2028,https://flatinfo.ru/h_info1.asp?hid=52141,
Зеленоградский,Силино,"г. москва, г. зеленоград, к. 1118",22.0,,55.99596,37.18356,железобетонные,Панельный,Крупноблочные,муниципальный,496.0,1986.0,248.0,2.0,Исправный,Зеленоград,1.85,28.0,77:10:0001003:1028,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=68671,
Восточный,Косино-Ухтомский,"г. москва, ул. салтыковская, д. 6/2, к. 1",25.0,,55.72551,37.86142,,,,,,2022.0,,,,Улица Дмитриевского,2.0,30.0,77:03:0010003:2520,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=385210,
Южный,Чертаново Южное,"г. москва, ш. варшавское, д. 139",24.0,1.0,55.59214,37.60193,,,,,,2020.0,270.0,,,Улица Академика Янгеля,0.4,6.0,77:05:0008005:13107,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=354028,
Новомосковский,СП Сосенское,"г. москва, п. коммунарка, ул. фитаревская, д. 17",25.0,,55.56649,37.47975,Железобетонные,Смешанный тип,Из прочих материалов,,260.0,2013.0,,3.0,Исправный,Коммунарка,1.05,16.0,77:17:0120303:796,7.70170000020007e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=242857,
Новомосковский,СП Сосенское,"г. москва, п. коммунарка, ул. фитаревская, д. 15",25.0,,55.56731,37.48019,Железобетонные,Смешанный тип,Из прочих материалов,,,2013.0,,3.0,Исправный,Коммунарка,1.1,17.0,77:17:0120303:2928,7.70170000020007e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=242855,
Северо-Восточный,Медведково Северное,"г. москва, проезд. шокальского, д. 55, к. 2",16.0,,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,77:02:0004004:1014,7.70000000003159e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=61199,
Западный,Проспект Вернадского,"г. москва, пр-кт. вернадского, д. 54",23.0,,55.67374,37.49476,Железобетонные,Монолитный,Железобетонные Монолитные,,,2017.0,275.0,3.0,Исправный,Проспект Вернадского,0.8,12.0,77:07:0013006:23653,7.70000000000953e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=323844,
Юго-Западный,Академический,"г. москва, ул. дмитрия ульянова, д. 27",19.0,,55.68572,37.58135,Железобетонные,Панельный,Железобетонные,,,2018.0,278.0,2.0,Исправный,Академическая,0.6,9.0,77:06:0002012:4522,7.70000000002964e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=320872,
Юго-Западный,Черемушки,"г. москва, ул. профсоюзная, д. 32",22.0,,55.67738000000001,37.56096,Железобетонные,Монолитный,,,,2020.0,270.0,3.0,Исправный,Профсоюзная,0.15,3.0,77:06:0003009:9635,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=354924,
Северный,Тимирязевский,"г. москва, ш. дмитровское, д. 55",22.0,1.0,55.84346,37.56593,,Монолитный,,,,2021.0,270.0,2.0,,Окружная,0.65,10.0,77:09:0003024:4474,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=353964,
Северо-Восточный,Лосиноостровский,"г. москва, ул. норильская, д. 9",20.0,,55.87755,37.69499,,Монолитный,,,,2021.0,270.0,3.0,,Бабушкинская,2.15,33.0,77:02:0010007:4434,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=353956,
Северо-Западный,Щукино,"г. москва, пер. пехотный 1-й, д. 2",27.0,,55.80598000000001,37.48359,,Монолитный,,,,2021.0,,,,Стрешнево,1.0,15.0,77:08:0009014:1465,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=348377,
Северо-Западный,Щукино,"г. москва, ул. новощукинская, д. 8",18.0,,55.80758,37.45671,Железобетонные,Монолитный,,,,2021.0,270.0,2.0,Исправный,Щукинская,0.5,8.0,77:08:0009004:8893,7.70000000002072e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=338421,
Северо-Восточный,Ростокино,"г. москва, ул. сельскохозяйственная, д. 14, к. 3",12.0,,55.8358,37.64371,,Монолитный,,,,2020.0,270.0,1.0,Исправный,Ботанический Сад,1.15,17.0,77:02:0018007:4417,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=354968,
Южный,Даниловский,"г. москва, пер. пересветов, д. 9",12.0,,55.71341,37.66299,,Монолитный,,,,2022.0,270.0,,,Автозаводская,0.75,12.0,,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=354938,
Зеленоградский,Старое Крюково,"г. москва, г. зеленоград, аллея. солнечная, к. 936",14.0,,55.98006,37.18781,,Монолитный,,,,2022.0,270.0,,,Зеленоград,0.95,15.0,77:10:0002005:8282,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=354969,
Новомосковский,СП Московский,"г. москва, г. московский, ул. москвитина, д. 1, к. 1",25.0,,55.59932,37.35656,Железобетонные,Смешанный тип,Из прочих материалов,,,2016.0,266.0,3.0,Исправный,Филатов Луг,3.25,49.0,77:17:0110205:13730,7.70000060000034e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=294658,
Южный,Чертаново Центральное,"г. москва, ул. кировоградская, д. 32, к. 3",12.0,,55.60781,37.59635,Железобетонные,Панельный,Крупнопанельные,муниципальный,628.0,1972.0,264.0,2.0,Исправный,Пражская,0.7,11.0,77:05:0007005:1024,7.70000000001468e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=5624,
Юго-Восточный,Марьино,"г. москва, б-р. новочеркасский, д. 30",16.0,,55.64603,37.72575,Железобетонные,Панельный,Крупнопанельные,муниципальный,559.0,1981.0,264.0,1.0,Исправный,Марьино,1.25,19.0,77:04:0004019:1075,7.70000000000203e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=11950,
Юго-Западный,Коньково,"г. москва, ул. островитянова, д. 47",14.0,,55.63489000000001,37.54115,железобетонные,Панельный,Крупноблочные,муниципальный,193.0,1973.0,264.0,2.0,Исправный,Беляево,1.3,20.0,77:06:0008007:1012,7.7000000000216e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=10557,
Северный,Дегунино Западное,"г. москва, ул. талдомская, д. 15",12.0,,55.8736,37.52153,Железобетонные,Блочный,Крупноблочные,ЖСК - жилищно-строительные кооперативы,140.0,1967.0,250.0,2.0,Исправный,Грачёвская,0.95,15.0,77:09:0002018:1018,7.70000000002863e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=84892,
Восточный,Преображенское,"г. москва, ул. черкизовская б., д. 6, к. 7",12.0,,55.79395,37.72109,железобетонные,Блочный,Крупноблочные,ЖСК - жилищно-строительные кооперативы,,1966.0,250.0,2.0,Исправный,Преображенская Площадь,0.45,7.0,77:03:0003016:1081,7.70000000003088e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=46120,
Северный,Ховрино,"г. москва, ул. дыбенко, д. 36, к. 1",17.0,,55.87611999999999,37.48447,Железобетонные,Панельный,Крупнопанельные,муниципальный,480.0,2007.0,275.0,1.0,Исправный,Ховрино,0.35,5.0,77:09:0001008:1167,7.70000000001254e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=151517,
Центральный,Мещанский,"г. москва, ул. верземнека, д. 1",8.0,,55.78937,37.62859,железобетонные,Кирпичный,Кирпичные,муниципальный,133.0,1960.0,270.0,1.0,Исправный,Рижская,0.6,9.0,77:01:0003057:1008,7.70000000000952e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=44031,
Центральный,Таганский,"г. москва, пр-кт. волгоградский, д. 1, стр. 1",13.0,,55.73319,37.6716,Железобетонные,Блочный,Крупнопанельные,,935.0,1968.0,264.0,2.0,Исправный,Пролетарская,0.4,6.0,77:01:0006040:1015,7.70000000000013e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=228552,
Северо-Западный,Тушино Северное,"г. москва, ул. героев панфиловцев, д. 3, к. 1",9.0,,55.85506,37.43584,железобетонные,Панельный,Крупнопанельные,муниципальный,1140.0,1968.0,264.0,1.0,Исправный,Сходненская,0.55,8.0,77:08:0003007:1014,7.70000000001073e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=55108,
Юго-Восточный,Марьино,"г. москва, ул. маршала голованова, д. 11",17.0,,55.6484,37.73003,железобетонные,Панельный,Крупнопанельные,муниципальный,2322.0,1985.0,264.0,1.0,Исправный,Марьино,0.9,13.0,77:04:0004019:1018,7.70000000000199e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=96047,
Северо-Восточный,Алексеевский,"г. москва, ул. павла корчагина, д. 10",8.0,,55.81538000000001,37.65907,Железобетонные,Кирпичный,Кирпичные,муниципальный,641.0,1956.0,280.0,1.0,Исправный,ВДНХ,1.4,21.0,77:02:0023018:1000,7.70000000003329e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=52643,
