lot_tag,addr_norm,adm_area,mun_district,metro_name,metro_dist,metro_minutes,addr_floor,total_floors,year_exp_w,реновация,ремонт,qty_rooms,is_qty_rooms_predicted,obj_square,start_price,start_price_m2,final_price,final_price_m2,delta_price,auct_date,investMSK_URL,lot_URL,platform_name,timestamp,building_page,Примечания
#ГП16865991,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,10,14,2019,новый дом,,1.0,0,39.2,4972442,126848.01,6042442,126848.01,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400393,https://www.roseltorg.ru/procedure/COM05111900096,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866050,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,4,14,2019,новый дом,,1.0,0,39.3,4831896,122949.01,6111896,122949.01,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400387,https://www.roseltorg.ru/procedure/COM05111900059,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866308,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,6,14,2019,новый дом,,1.0,0,39.3,4879763,124167.0,5929763,124167.0,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17403204,https://www.roseltorg.ru/procedure/COM13111900232,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866344,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,7,14,2019,новый дом,,1.0,0,39.4,4911328,124652.99,6091328,124652.99,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17403144,https://www.roseltorg.ru/procedure/COM13111900274,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866335,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,7,14,2019,новый дом,,1.0,0,39.4,4911328,124652.99,6011328,124652.99,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17403162,https://www.roseltorg.ru/procedure/COM13111900264,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866299,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,9,14,2019,новый дом,,1.0,0,39.4,4964006,125990.0,6254006,125990.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402708,https://www.roseltorg.ru/procedure/COM13111900191,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866220,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,2,14,2019,новый дом,,1.0,0,39.4,4791513,121612.01,5671513,121612.01,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17402501,https://www.roseltorg.ru/procedure/COM13111900080,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866234,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,3,14,2019,новый дом,,1.0,0,39.4,4815468,122220.0,6245468,122220.0,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17402526,https://www.roseltorg.ru/procedure/COM13111900063,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866014,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,11,14,2019,новый дом,,1.0,0,39.4,5011916,127205.99,5843893,127205.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400472,https://www.roseltorg.ru/procedure/COM05111900139,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865937,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,7,14,2019,новый дом,,1.0,0,39.4,4911328,124652.99,6021328,124652.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400103,https://www.roseltorg.ru/procedure/COM05111900086,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865983,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,2,14,2019,новый дом,,1.0,0,39.5,4803674,121612.0,5923674,121612.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400362,https://www.roseltorg.ru/procedure/COM05111900031,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865930,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,7,14,2019,новый дом,,1.0,0,39.5,4923794,124653.01,6103794,124653.01,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400006,https://www.roseltorg.ru/procedure/COM05111900077,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865973,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,14,14,2019,новый дом,,1.0,0,39.5,5101504,129152.0,5856526,129152.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400190,https://www.roseltorg.ru/procedure/COM05111900161,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865953,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,9,14,2019,новый дом,,1.0,0,39.5,4976605,125990.0,6036605,125990.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400235,https://www.roseltorg.ru/procedure/COM05111900092,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865956,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,9,14,2019,новый дом,,1.0,0,39.5,4976605,125990.0,6106605,125990.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400261,https://www.roseltorg.ru/procedure/COM05111900094,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866292,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,5,14,2019,новый дом,,1.0,0,39.6,4883274,123315.0,6083274,123315.0,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17403091,https://www.roseltorg.ru/procedure/COM13111900206,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866286,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,8,14,2019,новый дом,,1.0,0,39.6,4955425,125136.99,6035425,125136.99,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402641,https://www.roseltorg.ru/procedure/COM13111900214,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866277,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,7,14,2019,новый дом,,1.0,0,39.6,4931388,124530.0,6211388,124530.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402579,https://www.roseltorg.ru/procedure/COM13111900257,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866074,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,13,14,2019,новый дом,,1.0,0,39.6,5085313,128416.99,6071864,128416.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400880,https://www.roseltorg.ru/procedure/COM05111900154,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866069,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,13,14,2019,новый дом,,1.0,0,39.6,5085313,128416.99,5644697,128416.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400626,https://www.roseltorg.ru/procedure/COM05111900152,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865943,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,8,14,2019,новый дом,,1.0,0,39.6,4955425,125136.99,5925425,125136.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400148,https://www.roseltorg.ru/procedure/COM05111900088,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866062,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,5,14,2019,новый дом,,1.0,0,39.6,4883274,123315.0,5813274,123315.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400343,https://www.roseltorg.ru/procedure/COM05111900063,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865984,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,10,14,2019,новый дом,,1.0,0,39.6,5008370,126473.99,5859792,126473.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400298,https://www.roseltorg.ru/procedure/COM05111900133,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866042,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,4,14,2019,новый дом,,1.0,0,39.6,4859197,122706.99,6009197,122706.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400423,https://www.roseltorg.ru/procedure/COM05111900045,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866010,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,3,14,2019,новый дом,,1.0,0,39.6,4835160,122100.0,5805160,122100.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400426,https://www.roseltorg.ru/procedure/COM05111900038,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866059,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,5,14,2019,новый дом,,1.0,0,39.7,4895606,123315.01,5855606,123315.01,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400353,https://www.roseltorg.ru/procedure/COM05111900061,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865986,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,2,14,2019,новый дом,,1.0,0,39.7,4823232,121491.99,5563232,121491.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400375,https://www.roseltorg.ru/procedure/COM05111900032,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865919,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,6,14,2019,новый дом,,1.0,0,39.7,4919703,123921.99,5849703,123921.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17399940,https://www.roseltorg.ru/procedure/COM05111900073,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865932,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,7,14,2019,новый дом,,1.0,0,39.7,4943841,124530.0,6073841,124530.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400037,https://www.roseltorg.ru/procedure/COM05111900081,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865944,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,8,14,2019,новый дом,,1.0,0,39.7,4967939,125137.0,5177939,125137.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400153,https://www.roseltorg.ru/procedure/COM05111900089,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866067,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,13,14,2019,новый дом,,1.0,0,39.7,5098155,128417.0,6097393,128417.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400622,https://www.roseltorg.ru/procedure/COM05111900151,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866035,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,12,14,2019,новый дом,,1.0,0,39.7,5069253,127688.99,5829641,127688.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400537,https://www.roseltorg.ru/procedure/COM05111900145,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866080,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,14,14,2019,новый дом,,1.0,0,39.7,5122293,129025.01,5890637,129025.01,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400910,https://www.roseltorg.ru/procedure/COM05111900157,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866227,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,2,14,2019,новый дом,,1.0,0,39.7,4823232,121491.99,5813232,121491.99,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17402518,https://www.roseltorg.ru/procedure/COM13111900071,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866306,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,11,14,2019,новый дом,,1.0,0,39.7,5045116,127081.01,5731251,127081.01,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402651,https://www.roseltorg.ru/procedure/COM13111900180,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866372,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,14,14,2019,новый дом,,1.0,0,39.7,5122293,129025.01,5788191,129025.01,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17403041,https://www.roseltorg.ru/procedure/COM13111900255,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866367,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,14,14,2019,новый дом,,1.0,0,39.7,5122293,129025.01,5818925,129025.01,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402957,https://www.roseltorg.ru/procedure/COM13111900272,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866341,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,10,14,2019,новый дом,,1.0,0,39.7,5021018,126474.01,6216020,126474.01,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402762,https://www.roseltorg.ru/procedure/COM13111900113,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866348,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,12,14,2019,новый дом,,1.0,0,39.7,5069253,127688.99,5545762,127688.99,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402751,https://www.roseltorg.ru/procedure/COM13111900228,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866307,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,9,14,2019,новый дом,,1.0,0,39.7,4996880,125865.99,6036880,125865.99,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402752,https://www.roseltorg.ru/https://www.roseltorg.ru/procedure/COM13111900179,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866345,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,12,14,2019,новый дом,,1.0,0,39.7,5069253,127688.99,5718117,127688.99,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402729,https://www.roseltorg.ru/procedure/COM13111900220,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866274,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,4,14,2019,новый дом,,1.0,0,39.7,4871468,122707.0,5891468,122707.0,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17402736,https://www.roseltorg.ru/procedure/COM13111900165,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866358,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,13,14,2019,новый дом,,1.0,0,39.7,5098155,128417.0,5801700,128417.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402871,https://www.roseltorg.ru/procedure/COM13111900254,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866279,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,4,14,2019,новый дом,,1.0,0,39.7,4871468,122707.0,6111468,122707.0,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17402802,https://www.roseltorg.ru/procedure/COM13111900170,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866241,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,3,14,2019,новый дом,,1.0,0,39.7,4847370,122100.0,6377370,122100.0,,2020-03-03,https://investmoscow.ru/tenders/tendercard/?TenderId=17455588,https://www.roseltorg.ru/procedure/COM24012000046,ЕЭТП,1583193600,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866281,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,4,14,2019,новый дом,,1.0,0,39.8,4878923,122586.01,6178923,122586.01,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17402820,https://www.roseltorg.ru/procedure/COM13111900173,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866295,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,5,14,2019,новый дом,,1.0,0,39.8,4903081,123192.99,6133081,123192.99,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17403122,https://www.roseltorg.ru/procedure/COM13111900213,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866243,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,3,14,2019,новый дом,,1.0,0,39.8,4854764,121978.99,5984764,121978.99,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17402549,https://www.roseltorg.ru/procedure/COM13111900059,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866224,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,2,14,2019,новый дом,,1.0,0,39.8,4830645,121372.99,5620645,121372.99,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17402512,https://www.roseltorg.ru/procedure/COM13111900075,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866023,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,3,14,2019,новый дом,,1.0,0,39.8,4854764,121978.99,5804764,121978.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400894,https://www.roseltorg.ru/procedure/COM05111900039,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866081,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,14,14,2019,новый дом,,1.0,0,39.8,5130140,128897.99,6002263,128897.99,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400917,https://www.roseltorg.ru/procedure/COM05111900158,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865918,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,6,14,2019,новый дом,,1.0,0,39.8,4927240,123800.0,6157240,123800.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17399923,https://www.roseltorg.ru/procedure/COM05111900072,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866045,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,4,14,2019,новый дом,,1.0,0,39.8,4878923,122586.01,5848923,122586.01,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400412,https://www.roseltorg.ru/procedure/COM05111900046,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866320,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,6,14,2019,новый дом,,1.0,0,39.9,4934752,123677.99,6094752,123677.99,,2020-02-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17403202,https://www.roseltorg.ru/procedure/COM13111900251,ЕЭТП,1580774400,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866412,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,11,14,2019,новый дом,,1.0,0,41.8,5254344,125702.01,6525895,125702.01,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17403396,https://www.roseltorg.ru/procedure/COM13111900097,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866401,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,13,14,2019,новый дом,,1.0,0,41.8,5309603,127024.0,6403381,127024.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17404024,https://www.roseltorg.ru/procedure/COM13111900047,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866409,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,12,14,2019,новый дом,,1.0,0,41.9,5286816,126176.99,6365326,126176.99,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17403949,https://www.roseltorg.ru/procedure/COM13111900052,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866293,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,6,14,2019,новый дом,,1.0,0,41.9,5130906,122455.99,6382846,122455.99,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402701,https://www.roseltorg.ru/procedure/COM13111900185,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866374,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,3,14,2019,новый дом,,1.0,0,42.0,5062428,120534.0,5821792,120534.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17403267,https://www.roseltorg.ru/procedure/COM13111900186,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866322,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,8,14,2019,новый дом,,1.0,0,42.0,5188386,123533.0,6537366,123533.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17402932,https://www.roseltorg.ru/procedure/COM13111900236,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16865970,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,14,14,2019,новый дом,,1.0,0,42.0,5349582,127371.0,6622782,127371.0,,2020-01-21,https://investmoscow.ru/tenders/tendercard/?TenderId=17400293,https://www.roseltorg.ru/procedure/COM01111900197,ЕЭТП,1579564800,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866395,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,14,14,2019,новый дом,,1.0,0,42.0,5349582,127371.0,6644180,127371.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17404100,https://www.roseltorg.ru/procedure/COM13111900042,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866316,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,9,14,2019,новый дом,,1.0,0,42.0,5218584,124252.0,6471044,124252.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17403324,https://www.roseltorg.ru/procedure/COM13111900163,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866389,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,5,14,2019,новый дом,,1.0,0,42.0,5112828,121734.0,6431938,121734.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17404142,https://www.roseltorg.ru/procedure/COM13111900115,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
#ГП16866355,"г. Москва, аллея. Долгопрудная, д. 15, к. 1",Северо-Восточный, Северный,Долгопрудная,0.6,9.0,10,14,2019,новый дом,,1.0,0,42.1,5256269,124852.0,6801612,124852.0,,2020-02-18,https://investmoscow.ru/tenders/tendercard/?TenderId=17403349,https://www.roseltorg.ru/procedure/COM13111900139,ЕЭТП,1581984000,https://www.reformagkh.ru/myhouse/profile/view/9377357/,
