lot_tag,auct_type,object_type,cadastr_num,adm_area,mun_district,addr_norm,flat_num,qty_rooms,addr_floor,total_floors,is_total_floors_variable,obj_square,start_price,start_price_m2,deposit,auct_step,auct_form,start_applications_date,finish_application_date,participant_selection_date,bidding_date,results_date,inf_sales,inf_food_service,inf_education,inf_cult_and_sport,inf_consumer_services,inf_health_care,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,code_KLADR,global_repair_date,is_renov,renov_period,documentation_expl,documentation_photo,roseltorg_url,torgi_url,investmoscow_url,building_page_url
#ГП16937979,Продажа,Квартира,77:08:0009004:9119,Северо-Западный,Щукино,"г. Москва, ул. Новощукинская, д. 8",301.0,1,18,18.0,0.0,41.1,12338220,300200.0,100000,123382,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,103,28,11,22,38,3,55.80758,37.45671,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2021.0,270.0,2.0,Исправный,Щукинская,0.5,8.0,7.70000000002072e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481440,Нет данных,https://investmoscow.ru/tenders/tender/19316417,https://flatinfo.ru/h_info1.asp?hid=338421
#ГП16937978,Продажа,Квартира,77:08:0009004:9321,Северо-Западный,Щукино,"г. Москва, ул. Новощукинская, д. 8",68.0,3,18,18.0,0.0,70.7,19824280,280400.0,100000,198242,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,103,28,11,22,38,3,55.80758,37.45671,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2021.0,270.0,2.0,Исправный,Щукинская,0.5,8.0,7.70000000002072e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481355,Нет данных,https://investmoscow.ru/tenders/tender/19316366,https://flatinfo.ru/h_info1.asp?hid=338421
#ГП16938235,Продажа,Квартира,77:02:0018007:4591,Северо-Восточный,Ростокино,"г. Москва, ул. Сельскохозяйственная, д. 14, к. 3",96.0,1,10,12.0,0.0,40.1,11893660,296600.0,100000,118936,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,9,9,10,21,9,1,55.8358,37.64371,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2020.0,270.0,1.0,Исправный,Ботанический Сад,1.15,17.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482429,Нет данных,https://investmoscow.ru/tenders/tender/19323614,https://flatinfo.ru/h_info1.asp?hid=354968
#ГП16938233,Продажа,Квартира,77:02:0018007:4559,Северо-Восточный,Ростокино,"г. Москва, ул. Сельскохозяйственная, д. 14, к. 3",67.0,1,5,12.0,0.0,40.2,11806740,293700.0,100000,118067,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,9,9,10,21,9,1,55.8358,37.64371,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2020.0,270.0,1.0,Исправный,Ботанический Сад,1.15,17.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482425,Нет данных,https://investmoscow.ru/tenders/tender/19323608,https://flatinfo.ru/h_info1.asp?hid=354968
#ГП16938236,Продажа,Квартира,77:02:0018007:4430,Северо-Восточный,Ростокино,"г. Москва, ул. Сельскохозяйственная, д. 14, к. 3",109.0,1,12,12.0,0.0,39.5,11948750,302500.0,100000,119487,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,9,9,10,21,9,1,55.8358,37.64371,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2020.0,270.0,1.0,Исправный,Ботанический Сад,1.15,17.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482428,Нет данных,https://investmoscow.ru/tenders/tender/19323616,https://flatinfo.ru/h_info1.asp?hid=354968
#ГП16938234,Продажа,Квартира,77:02:0018007:4566,Северо-Восточный,Ростокино,"г. Москва, ул. Сельскохозяйственная, д. 14, к. 3",73.0,1,6,12.0,0.0,40.1,11893660,296600.0,100000,118936,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,9,9,10,21,9,1,55.8358,37.64371,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2020.0,270.0,1.0,Исправный,Ботанический Сад,1.15,17.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482426,Нет данных,https://investmoscow.ru/tenders/tender/19323612,https://flatinfo.ru/h_info1.asp?hid=354968
#ГП16938241,Продажа,Квартира,77:05:0002001:11722,Южный,Даниловский,"г. Москва, пер. Пересветов, д. 9",156.0,1,10,12.0,0.0,43.7,14827410,339300.0,100000,148274,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,216,30,12,31,28,3,55.713409999999996,37.66299,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Автозаводская,0.75,12.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482409,Нет данных,https://investmoscow.ru/tenders/tender/19323668,https://flatinfo.ru/h_info1.asp?hid=354938
#ГП16938237,Продажа,Квартира,77:05:0002001:11700,Южный,Даниловский,"г. Москва, пер. Пересветов, д. 9",136.0,1,5,12.0,0.0,43.8,14712420,335900.0,100000,147124,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,216,30,12,31,28,3,55.713409999999996,37.66299,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Автозаводская,0.75,12.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482091,Нет данных,https://investmoscow.ru/tenders/tender/19323618,https://flatinfo.ru/h_info1.asp?hid=354938
#ГП16938240,Продажа,Квартира,77:05:0002001:11713,Южный,Даниловский,"г. Москва, пер. Пересветов, д. 9",148.0,1,8,12.0,0.0,43.8,14861340,339300.0,100000,148613,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,216,30,12,31,28,3,55.713409999999996,37.66299,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Автозаводская,0.75,12.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482094,Нет данных,https://investmoscow.ru/tenders/tender/19323666,https://flatinfo.ru/h_info1.asp?hid=354938
#ГП16938239,Продажа,Квартира,77:05:0002001:11709,Южный,Даниловский,"г. Москва, пер. Пересветов, д. 9",144.0,1,7,12.0,0.0,43.5,14759550,339300.0,100000,147595,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,216,30,12,31,28,3,55.713409999999996,37.66299,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Автозаводская,0.75,12.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482093,Нет данных,https://investmoscow.ru/tenders/tender/19323658,https://flatinfo.ru/h_info1.asp?hid=354938
#ГП16938238,Продажа,Квартира,77:05:0002001:11705,Южный,Даниловский,"г. Москва, пер. Пересветов, д. 9",140.0,1,6,12.0,0.0,43.7,14827410,339300.0,100000,148274,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,216,30,12,31,28,3,55.713409999999996,37.66299,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Автозаводская,0.75,12.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482092,Нет данных,https://investmoscow.ru/tenders/tender/19323630,https://flatinfo.ru/h_info1.asp?hid=354938
#ГП16938243,Продажа,Квартира,77:06:0008005:6046,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",6.0,1,2,19.0,0.0,40.1,11183890,278900.0,100000,111838,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482416,Нет данных,https://investmoscow.ru/tenders/tender/19323691,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938252,Продажа,Квартира,77:06:0008005:5869,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",123.0,1,15,19.0,0.0,39.2,11273920,287600.0,100000,112739,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482307,Нет данных,https://investmoscow.ru/tenders/tender/19323752,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938245,Продажа,Квартира,77:06:0008005:5897,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",14.0,1,3,19.0,0.0,39.3,10960770,278900.0,100000,109607,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482422,Нет данных,https://investmoscow.ru/tenders/tender/19323727,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938244,Продажа,Квартира,77:06:0008005:5886,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",13.0,1,3,19.0,0.0,39.4,10988660,278900.0,100000,109886,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482419,Нет данных,https://investmoscow.ru/tenders/tender/19323715,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938242,Продажа,Квартира,77:06:0008005:5952,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",1.0,1,2,19.0,0.0,39.3,10960770,278900.0,100000,109607,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482414,Нет данных,https://investmoscow.ru/tenders/tender/19323670,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938251,Продажа,Квартира,77:06:0008005:5857,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",112.0,1,14,19.0,0.0,39.3,11302680,287600.0,100000,113026,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482300,Нет данных,https://investmoscow.ru/tenders/tender/19323750,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938249,Продажа,Квартира,77:06:0008005:6054,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",76.0,1,10,19.0,0.0,39.5,11131100,281800.0,100000,111311,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482294,Нет данных,https://investmoscow.ru/tenders/tender/19323746,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938246,Продажа,Квартира,77:06:0008005:5996,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",23.0,1,4,19.0,0.0,39.3,10960770,278900.0,100000,109607,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482420,Нет данных,https://investmoscow.ru/tenders/tender/19323732,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938250,Продажа,Квартира,77:06:0008005:5847,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",103.0,1,13,19.0,0.0,39.3,11302680,287600.0,100000,113026,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482296,Нет данных,https://investmoscow.ru/tenders/tender/19323748,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938248,Продажа,Квартира,77:06:0008005:5998,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",25.0,1,4,19.0,0.0,39.5,11016550,278900.0,100000,110165,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482404,Нет данных,https://investmoscow.ru/tenders/tender/19323743,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938247,Продажа,Квартира,77:06:0008005:5997,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",24.0,1,4,19.0,0.0,39.4,10988660,278900.0,100000,109886,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482418,Нет данных,https://investmoscow.ru/tenders/tender/19323737,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938320,Продажа,Квартира,77:06:0008005:5878,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",131.0,1,16,19.0,0.0,39.6,11503800,290500.0,100000,115038,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482556,Нет данных,https://investmoscow.ru/tenders/tender/19327183,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938323,Продажа,Квартира,77:06:0008005:5880,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",133.0,1,16,19.0,0.0,39.8,11561900,290500.0,100000,115619,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482561,Нет данных,https://investmoscow.ru/tenders/tender/19327305,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938324,Продажа,Квартира,77:06:0008005:5887,Юго-Западный,Коньково,"г. Москва, ул. Введенского, д. 13В",139.0,1,17,19.0,0.0,39.6,11503800,290500.0,100000,115038,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,64,10,5,11,10,5,55.64182,37.54267,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,272.0,-1.0,Нет данных,Беляево,1.05,16.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482560,Нет данных,https://investmoscow.ru/tenders/tender/19327455,https://flatinfo.ru/h_info1.asp?hid=354819
#ГП16938338,Продажа,Квартира,77:10:0002005:8300,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",114.0,3,2,14.0,0.0,71.1,14938110,210100.0,100000,149381,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483268,Нет данных,https://investmoscow.ru/tenders/tender/19328482,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938337,Продажа,Квартира,77:10:0002005:8297,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",111.0,3,2,14.0,0.0,71.3,14980130,210100.0,100000,149801,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483082,Нет данных,https://investmoscow.ru/tenders/tender/19328474,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938333,Продажа,Квартира,77:10:0002005:8597,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",43.0,4,12,14.0,0.0,89.5,18929250,211500.0,100000,189292,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482858,Нет данных,https://investmoscow.ru/tenders/tender/19328404,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938332,Продажа,Квартира,77:10:0002005:8596,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",42.0,4,11,14.0,0.0,88.8,18781200,211500.0,100000,187812,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482856,Нет данных,https://investmoscow.ru/tenders/tender/19328371,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938330,Продажа,Квартира,77:10:0002005:8582,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",36.0,4,9,14.0,0.0,88.7,18573780,209400.0,100000,185737,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482850,Нет данных,https://investmoscow.ru/tenders/tender/19328334,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938328,Продажа,Квартира,77:10:0002005:8614,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",5.0,3,2,14.0,0.0,73.2,15379320,210100.0,100000,153793,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482218,Нет данных,https://investmoscow.ru/tenders/tender/19328129,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938326,Продажа,Квартира,77:10:0002005:8504,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",2.0,1,2,14.0,0.0,42.4,9412800,222000.0,100000,94128,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482193,Нет данных,https://investmoscow.ru/tenders/tender/19327782,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938335,Продажа,Квартира,77:10:0002005:8599,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",45.0,4,12,14.0,0.0,88.6,18738900,211500.0,100000,187389,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483033,Нет данных,https://investmoscow.ru/tenders/tender/19328451,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938331,Продажа,Квартира,77:10:0002005:8590,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",37.0,4,10,14.0,0.0,89.2,18678480,209400.0,100000,186784,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482854,Нет данных,https://investmoscow.ru/tenders/tender/19328357,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938329,Продажа,Квартира,77:10:0002005:8560,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",34.0,4,9,14.0,0.0,89.5,18741300,209400.0,100000,187413,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482232,Нет данных,https://investmoscow.ru/tenders/tender/19328299,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938327,Продажа,Квартира,77:10:0002005:8592,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",3.0,1,2,14.0,0.0,42.8,9501600,222000.0,100000,95016,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482214,Нет данных,https://investmoscow.ru/tenders/tender/19327915,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938342,Продажа,Квартира,77:10:0002005:8326,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",138.0,3,8,14.0,0.0,81.6,17315520,212200.0,100000,173155,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483076,Нет данных,https://investmoscow.ru/tenders/tender/19328507,https://flatinfo.ru/h_info1.asp?hid=354969
#ГП16938341,Продажа,Квартира,77:10:0002005:8323,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, аллея. Солнечная, к. 936",135.0,3,8,14.0,0.0,81.7,17336740,212200.0,100000,173367,Открытый аукцион в электронной форме,2023-10-05,2023-11-09,2023-11-15,2023-11-17,2023-11-17,65,6,6,26,16,2,55.980059999999995,37.18781,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Зеленоград,0.95,15.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/483114,Нет данных,https://investmoscow.ru/tenders/tender/19328500,https://flatinfo.ru/h_info1.asp?hid=354969
