lot_tag,auct_type,object_type,cadastr_num,adm_area,mun_district,addr_norm,flat_num,qty_rooms,addr_floor,total_floors,is_total_floors_variable,obj_square,start_price,start_price_m2,deposit,auct_step,auct_form,start_applications_date,finish_application_date,participant_selection_date,bidding_date,results_date,inf_sales,inf_food_service,inf_education,inf_cult_and_sport,inf_consumer_services,inf_health_care,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,code_KLADR,global_repair_date,is_renov,renov_period,documentation_expl,documentation_photo,roseltorg_url,torgi_url,investmoscow_url,building_page_url
#ГП16938155,Продажа,Квартира,77:10:0002006:4881,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",22.0,2,5,19.0,0.0,60.0,9824000,163733.33,491200,98240,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015650,https://torgi.gov.ru/new/public/notices/view/21000005000000015650,https://investmoscow.ru/tenders/tender/19320513,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16938193,Продажа,Квартира,77:10:0002006:4977,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",149.0,2,5,19.0,0.0,53.8,8611000,160055.76,430550,86110,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015653,https://torgi.gov.ru/new/public/notices/view/21000005000000015653,https://investmoscow.ru/tenders/tender/19321648,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16938192,Продажа,Квартира,77:10:0002006:4986,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",34.0,2,6,19.0,0.0,56.2,8449000,150338.08,422450,84490,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015652,https://torgi.gov.ru/new/public/notices/view/21000005000000015652,https://investmoscow.ru/tenders/tender/19321525,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16938194,Продажа,Квартира,77:10:0002006:4976,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",145.0,2,4,19.0,0.0,72.6,10593000,145909.09,529650,105930,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015636,https://torgi.gov.ru/new/public/notices/view/21000005000000015636,https://investmoscow.ru/tenders/tender/19321905,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16938191,Продажа,Квартира,77:10:0002006:4906,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",27.0,2,5,19.0,0.0,56.1,8434000,150338.68,421700,84340,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015639,https://torgi.gov.ru/new/public/notices/view/21000005000000015639,https://investmoscow.ru/tenders/tender/19321398,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16938305,Продажа,Квартира,77:10:0002006:4930,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",102.0,1,16,19.0,0.0,44.9,7862000,175100.22,393100,78620,Открытый аукцион в электронной форме,2023-10-04,2023-11-07,2023-11-14,2023-11-17,2023-11-17,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015748,https://torgi.gov.ru/new/public/notices/view/21000005000000015748,https://investmoscow.ru/tenders/tender/19325015,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16938276,Продажа,Квартира,77:10:0002006:5035,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",190.0,2,11,19.0,0.0,62.4,9819000,157355.77,490950,98190,Открытый аукцион в электронной форме,2023-10-04,2023-11-07,2023-11-14,2023-11-17,2023-11-17,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015703,https://torgi.gov.ru/new/public/notices/view/21000005000000015703,https://investmoscow.ru/tenders/tender/19324350,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16938308,Продажа,Квартира,77:10:0002006:4925,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",108.0,2,17,19.0,0.0,60.6,8852000,146072.61,442600,88520,Открытый аукцион в электронной форме,2023-10-04,2023-11-07,2023-11-14,2023-11-17,2023-11-17,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015702,https://torgi.gov.ru/new/public/notices/view/21000005000000015702,https://investmoscow.ru/tenders/tender/19325639,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16938343,Продажа,Квартира,77:10:0002006:4955,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",15.0,2,4,19.0,0.0,60.3,10377000,172089.55,518850,103770,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015802,https://torgi.gov.ru/new/public/notices/view/21000005000000015802,https://investmoscow.ru/tenders/tender/19327141,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16938414,Продажа,Квартира,77:10:0002006:5017,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",70.0,2,11,19.0,0.0,59.4,8703000,146515.15,435150,87030,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015773,https://torgi.gov.ru/new/public/notices/view/21000005000000015773,https://investmoscow.ru/tenders/tender/19332056,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16939044,Продажа,Квартира,77:10:0002006:4963,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",17.0,2,4,19.0,0.0,60.7,9849000,162257.0,492450,98490,Открытый аукцион в электронной форме,2023-10-17,2023-11-17,2023-11-24,2023-11-28,2023-11-28,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000016056,https://torgi.gov.ru/new/public/notices/view/21000005000000016056,https://investmoscow.ru/tenders/tender/19361960,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16936789,Продажа,Квартира,77:10:0002006:5102,Зеленоградский,Старое Крюково,"г. Москва, г. Зеленоград, к. 848",199.0,2,12,19.0,0.0,62.2,10346000,166334.41,517300,103460,Открытый аукцион в электронной форме,2023-10-18,2023-11-20,2023-11-27,2023-11-30,2023-11-30,67,5,2,30,16,2,55.97722,37.18535,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2013.0,-1.0,2.0,Исправный,Зеленоград,0.9,13.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000016150,https://torgi.gov.ru/new/public/notices/view/21000005000000016150,https://investmoscow.ru/tenders/tender/19371198,https://flatinfo.ru/h_info1.asp?hid=339447
#ГП16936427,Продажа,Квартира,77:10:0006008:7469,Зеленоградский,Крюково,"г. Москва, г. Зеленоград, к. 2032",79.0,2,5,10.0,0.0,55.1,9100000,165154.26,455000,91000,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,44,3,4,32,7,3,55.97261999999999,37.17412,Нет данных,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2014.0,-1.0,2.0,Исправный,Зеленоград,0.95,14.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015774,https://torgi.gov.ru/new/public/notices/view/21000005000000015774,https://investmoscow.ru/tenders/tender/19327826,https://flatinfo.ru/h_info1.asp?hid=282967
#ГП16936421,Продажа,Квартира,77:10:0006008:7496,Зеленоградский,Крюково,"г. Москва, г. Зеленоград, к. 2032",106.0,2,2,10.0,0.0,54.4,9001000,165459.56,450050,90010,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,44,3,4,32,7,3,55.97261999999999,37.17412,Нет данных,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2014.0,-1.0,2.0,Исправный,Зеленоград,0.95,14.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015772,https://torgi.gov.ru/new/public/notices/view/21000005000000015772,https://investmoscow.ru/tenders/tender/19327703,https://flatinfo.ru/h_info1.asp?hid=282967
#ГП16936621,Продажа,Квартира,77:10:0006008:7447,Зеленоградский,Крюково,"г. Москва, г. Зеленоград, к. 2032",57.0,3,8,10.0,0.0,70.8,10676000,150790.96,533800,106760,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,44,3,4,32,7,3,55.97261999999999,37.17412,Нет данных,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2014.0,-1.0,2.0,Исправный,Зеленоград,0.95,14.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015925,https://torgi.gov.ru/new/public/notices/view/21000005000000015925,https://investmoscow.ru/tenders/tender/19351242,https://flatinfo.ru/h_info1.asp?hid=282967
#ГП16938981,Продажа,Квартира,77:10:0006008:7452,Зеленоградский,Крюково,"г. Москва, г. Зеленоград, к. 2032",62.0,4,9,10.0,0.0,94.8,13175000,138976.79,658750,131750,Открытый аукцион в электронной форме,2023-10-16,2023-11-17,2023-11-24,2023-11-28,2023-11-28,44,3,4,32,7,3,55.97261999999999,37.17412,Нет данных,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2014.0,-1.0,2.0,Исправный,Зеленоград,0.95,14.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000016045,https://torgi.gov.ru/new/public/notices/view/21000005000000016045,https://investmoscow.ru/tenders/tender/19359138,https://flatinfo.ru/h_info1.asp?hid=282967
#ГП16938993,Продажа,Квартира,77:10:0006008:7427,Зеленоградский,Крюково,"г. Москва, г. Зеленоград, к. 2032",37.0,3,3,10.0,0.0,70.5,10638000,150893.62,531900,106380,Открытый аукцион в электронной форме,2023-10-16,2023-11-17,2023-11-24,2023-11-28,2023-11-28,44,3,4,32,7,3,55.97261999999999,37.17412,Нет данных,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2014.0,-1.0,2.0,Исправный,Зеленоград,0.95,14.0,7700000200000.0,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000016043,https://torgi.gov.ru/new/public/notices/view/21000005000000016043,https://investmoscow.ru/tenders/tender/19359412,https://flatinfo.ru/h_info1.asp?hid=282967
#ГП16938543,Продажа,Квартира,77:02:0004004:3098,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",172.0,2,16,16.0,0.0,38.5,6293000,163454.55,314650,62930,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015825,https://torgi.gov.ru/new/public/notices/view/21000005000000015825,https://investmoscow.ru/tenders/tender/19339329,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938549,Продажа,Квартира,77:02:0004004:2952,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",79.0,2,8,16.0,0.0,38.1,6805000,178608.92,340250,68050,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015828,https://torgi.gov.ru/new/public/notices/view/21000005000000015828,https://investmoscow.ru/tenders/tender/19339937,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938537,Продажа,Квартира,77:02:0004004:2890,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",2.0,2,2,16.0,0.0,38.5,6488000,168519.48,324400,64880,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015827,https://torgi.gov.ru/new/public/notices/view/21000005000000015827,https://investmoscow.ru/tenders/tender/19338720,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938546,Продажа,Квартира,77:02:0004004:2921,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",43.0,2,5,16.0,0.0,39.0,6882000,176461.54,344100,68820,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015826,https://torgi.gov.ru/new/public/notices/view/21000005000000015826,https://investmoscow.ru/tenders/tender/19339632,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938534,Продажа,Квартира,77:02:0004004:2971,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",93.0,3,9,16.0,0.0,38.1,6805000,178608.92,340250,68050,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015833,https://torgi.gov.ru/new/public/notices/view/21000005000000015833,https://investmoscow.ru/tenders/tender/19338148,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938636,Продажа,Квартира,77:02:0004004:3042,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",144.0,2,13,16.0,0.0,39.8,7074000,177738.69,353700,70740,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015928,https://torgi.gov.ru/new/public/notices/view/21000005000000015928,https://investmoscow.ru/tenders/tender/19346589,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938737,Продажа,Квартира,77:02:0004004:2923,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",45.0,2,5,16.0,0.0,38.0,6414000,168789.47,320700,64140,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015926,https://torgi.gov.ru/new/public/notices/view/21000005000000015926,https://investmoscow.ru/tenders/tender/19350668,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938722,Продажа,Квартира,77:02:0004004:3040,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",142.0,2,13,16.0,0.0,38.4,6786000,176718.75,339300,67860,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015930,https://torgi.gov.ru/new/public/notices/view/21000005000000015930,https://investmoscow.ru/tenders/tender/19349965,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938735,Продажа,Квартира,77:02:0004004:2993,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",97.0,2,10,16.0,0.0,39.0,6945000,178076.92,347250,69450,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015931,https://torgi.gov.ru/new/public/notices/view/21000005000000015931,https://investmoscow.ru/tenders/tender/19350169,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938748,Продажа,Квартира,77:02:0004004:3091,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",178.0,2,16,16.0,0.0,47.5,8100000,170526.32,405000,81000,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015929,https://torgi.gov.ru/new/public/notices/view/21000005000000015929,https://investmoscow.ru/tenders/tender/19351121,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16938674,Продажа,Квартира,77:02:0004004:3024,Северо-Восточный,Медведково Северное,"г. Москва, проезд. Шокальского, д. 55, к. 2",131.0,2,12,16.0,0.0,38.8,6532000,168350.52,326600,65320,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,155,21,7,25,51,2,55.88316999999999,37.65945,Железобетонные,Блочный,Крупнопанельные,муниципальный,632.0,1985.0,258.0,4.0,Исправный,Медведково,0.5,7.0,7.70000000003159e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://www.roseltorg.ru/procedure/21000005000000015927,https://torgi.gov.ru/new/public/notices/view/21000005000000015927,https://investmoscow.ru/tenders/tender/19347982,https://flatinfo.ru/h_info1.asp?hid=61199
#ГП16937983,Продажа,Квартира,77:06:0002012:4807,Юго-Западный,Академический,"г. Москва, ул. Дмитрия Ульянова, д. 27",187.0,1,12,19.0,0.0,36.1,11281250,312500.0,100000,112812,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,124,23,9,41,37,5,55.685719999999996,37.58135,Железобетонные,Панельный,Железобетонные,Нет данных,-1.0,2018.0,278.0,2.0,Исправный,Академическая,0.6,9.0,7.70000000002964e+16,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481826,Нет данных,https://investmoscow.ru/tenders/tender/19316801,https://flatinfo.ru/h_info1.asp?hid=320872
#ГП16937976,Продажа,Квартира,77:06:0003009:9707,Юго-Западный,Черемушки,"г. Москва, ул. Профсоюзная, д. 32",59.0,3,13,22.0,0.0,69.7,23126460,331800.0,100000,231264,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,132,34,17,29,32,1,55.67738000000001,37.560959999999994,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2020.0,270.0,3.0,Исправный,Профсоюзная,0.15,3.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481828,Нет данных,https://investmoscow.ru/tenders/tender/19316285,https://flatinfo.ru/h_info1.asp?hid=354924
#ГП16937980,Продажа,Квартира,77:03:0005011:9743,Восточный,Измайлово Северное,"г. Москва, ул. Константина Федина, д. 13",1080.0,1,31,33.0,1.0,43.0,12121700,281900.0,100000,121217,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,311,63,6,30,53,1,55.80741999999999,37.804,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2020.0,270.0,4.0,Исправный,Щелковская,0.4,6.0,Нет данных,Нет данных,0.0,1.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481529,Нет данных,https://investmoscow.ru/tenders/tender/19316510,https://flatinfo.ru/h_info1.asp?hid=354868
#ГП16937982,Продажа,Квартира,77:09:0003024:4495,Северный,Тимирязевский,"г. Москва, ш. Дмитровское, д. 55",117.0,2,10,22.0,1.0,56.5,15475350,273900.0,100000,154753,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,74,16,13,13,15,2,55.84346,37.56593,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,270.0,2.0,Нет данных,Окружная,0.65,10.0,Нет данных,Нет данных,0.0,1.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481827,Нет данных,https://investmoscow.ru/tenders/tender/19316756,https://flatinfo.ru/h_info1.asp?hid=353964
#ГП16937973,Продажа,Квартира,77:02:0010007:4599,Северо-Восточный,Лосиноостровский,"г. Москва, ул. Норильская, д. 9",72.0,3,3,20.0,0.0,71.7,15601920,217600.0,100000,156019,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,78,11,5,31,16,6,55.87755,37.694990000000004,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,270.0,3.0,Нет данных,Бабушкинская,2.15,33.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481751,Нет данных,https://investmoscow.ru/tenders/tender/19315053,https://flatinfo.ru/h_info1.asp?hid=353956
#ГП16937972,Продажа,Квартира,77:02:0010007:4550,Северо-Восточный,Лосиноостровский,"г. Москва, ул. Норильская, д. 9",28.0,1,6,20.0,0.0,42.8,10246320,239400.0,100000,102463,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,78,11,5,31,16,6,55.87755,37.694990000000004,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,270.0,3.0,Нет данных,Бабушкинская,2.15,33.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481746,Нет данных,https://investmoscow.ru/tenders/tender/19315020,https://flatinfo.ru/h_info1.asp?hid=353956
#ГП16937975,Продажа,Квартира,77:02:0010007:4445,Северо-Восточный,Лосиноостровский,"г. Москва, ул. Норильская, д. 9",108.0,3,19,20.0,0.0,72.2,15869560,219800.0,100000,158695,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,78,11,5,31,16,6,55.87755,37.694990000000004,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,270.0,3.0,Нет данных,Бабушкинская,2.15,33.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481783,Нет данных,https://investmoscow.ru/tenders/tender/19316232,https://flatinfo.ru/h_info1.asp?hid=353956
#ГП16937974,Продажа,Квартира,77:02:0010007:4616,Северо-Восточный,Лосиноостровский,"г. Москва, ул. Норильская, д. 9",88.0,1,16,20.0,0.0,42.7,10538360,246800.0,100000,105383,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,78,11,5,31,16,6,55.87755,37.694990000000004,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,270.0,3.0,Нет данных,Бабушкинская,2.15,33.0,Нет данных,Нет данных,0.0,0.0,Нет данных,Нет данных,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481761,Нет данных,https://investmoscow.ru/tenders/tender/19316207,https://flatinfo.ru/h_info1.asp?hid=353956
